1	274	0	0
1	282	0	0
1	341	0	0
1	336	0	0
1	133	0	0
1	399	0	0
1	98	0	0
1	174	0	0
1	71	0	0
1	238	0	0
1	16	0	0
1	136	0	0
1	122	0	0
1	344	0	0
1	162	0	0
1	328	0	0
1	132	0	0
1	177	0	0
1	387	0	0
1	327	0	0
1	391	0	0
1	86	0	0
1	251	0	0
1	127	0	0
1	227	0	0
1	28	0	0
1	202	0	0
1	59	0	0
1	38	0	0
1	304	0	0
1	173	0	0
1	320	0	0
1	281	0	0
1	57	0	0
1	213	0	0
1	78	0	0
1	378	0	0
1	347	0	0
1	170	0	0
1	33	0	0
1	68	0	0
1	141	0	0
1	331	0	0
1	58	0	0
1	84	0	0
1	372	0	0
1	276	0	0
1	362	0	0
1	111	0	0
1	88	0	0
1	338	0	0
1	288	0	0
1	259	0	0
1	382	0	0
1	196	0	0
1	242	0	0
1	165	0	0
1	279	0	0
1	271	0	0
1	343	0	0
1	234	0	0
1	25	0	0
1	310	0	0
1	273	0	0
1	99	0	0
1	287	0	0
1	375	0	0
1	211	0	0
1	272	0	0
1	73	0	0
1	92	0	0
1	380	0	0
1	284	0	0
1	29	0	0
1	163	0	0
1	283	0	0
1	385	0	0
1	330	0	0
1	222	0	0
1	231	0	0
1	254	0	0
1	178	0	0
1	175	0	0
2	271	-23	3
2	380	-20	-22
2	281	-17	18
2	231	-13	10
2	284	-13	11
2	336	-30	7
2	141	15	8
2	73	28	18
2	122	25	10
2	263	22	10
2	127	14	14
2	287	6	-24
2	57	-8	15
2	310	-26	1
2	177	-24	3
2	124	6	13
2	311	16	-18
2	164	-7	-8
2	283	3	24
2	387	28	-5
2	282	20	11
2	111	2	3
2	238	26	-18
2	180	31	0
2	391	-13	-29
2	11	20	12
2	160	-17	1
2	227	-20	-1
2	362	-16	-23
2	244	28	-28
2	175	-4	-15
2	206	-16	28
2	150	31	12
2	58	11	18
2	15	-10	-5
2	338	-25	31
2	59	-18	-1
2	274	-26	-20
2	251	-12	24
2	267	13	18
2	165	-20	-27
2	66	-21	26
3	213	-11	13
3	320	-12	-10
3	128	27	0
3	330	-10	-14
3	279	6	-8
3	222	23	-25
3	362	21	-4
3	254	-23	18
3	11	-17	27
3	92	17	16
3	111	5	-15
3	375	-19	-12
3	174	-3	8
3	251	14	-6
3	61	-14	-25
3	242	-5	-21
3	124	25	3
3	84	5	-6
3	25	-8	0
3	260	7	28
3	370	14	-18
3	69	21	-30
3	73	-3	-25
3	327	-16	25
3	372	6	28
3	211	31	-12
3	343	-20	-15
3	54	-25	16
3	178	-3	-8
3	38	28	27
3	180	14	-9
3	162	-1	-2
3	328	25	-8
3	177	13	17
3	102	5	-17
3	310	-18	-11
4	244	7	-8
4	272	10	6
4	399	-25	31
4	276	29	-19
4	133	3	-12
4	213	-30	-18
4	287	15	-16
4	98	-15	-2
4	78	23	-26
4	267	-21	20
4	281	2	8
4	162	29	-2
4	328	-25	-6
4	279	-24	31
4	274	-8	27
4	50	2	-19
4	251	10	7
4	311	-20	-18
4	164	22	2
4	132	10	-30
4	387	24	-24
4	227	9	-10
4	59	-23	19
4	206	19	17
4	263	23	-15
4	320	12	-19
4	372	23	-14
4	196	2	7
4	380	17	6
4	68	26	-11
4	397	21	-3
4	180	-28	13
4	11	18	11
4	291	14	-15
4	141	21	-27
4	330	-16	5
4	231	20	5
4	331	-21	19
4	210	8	-15
4	25	6	-16
4	128	-17	22
4	84	-15	-4
4	163	6	-14
4	370	-20	-19
5	73	-17	8
5	273	7	1
5	231	-8	-15
5	327	27	26
5	365	5	4
5	150	-29	28
5	336	-26	28
5	286	30	-18
5	234	-8	-10
5	163	16	25
5	66	7	-29
5	251	20	24
5	68	7	-26
5	136	23	-25
5	338	3	-15
5	347	6	8
5	330	-30	-1
5	141	5	-18
5	291	-29	17
5	276	-20	8
5	162	-2	-3
5	59	-20	28
5	271	7	8
5	260	23	-18
5	86	-2	16
5	161	3	19
5	92	-13	6
5	170	-13	24
5	387	25	24
5	378	-7	3
5	213	22	5
5	383	27	-16
5	132	-22	-13
5	360	29	-2
5	58	-5	23
5	111	25	28
5	244	17	4
5	287	2	25
5	397	-17	16
5	242	-17	10
5	320	-18	6
5	370	-9	9
5	212	-20	15
5	331	-29	-21
5	263	-20	-21
5	98	-22	-10
5	52	-20	-24
5	328	-9	1
5	127	-25	-18
5	61	-7	-29
5	211	29	23
5	385	-21	31
5	175	31	17
5	173	-11	-1
5	380	29	28
5	196	23	0
5	288	-15	24
5	259	-3	-14
5	281	29	-11
5	262	-23	18
5	341	31	15
5	164	19	11
5	128	-14	9
5	177	8	4
5	88	20	-26
5	133	-11	-23
5	210	-21	-20
5	227	2	-28
5	282	7	-15
5	69	28	13
5	39	29	-6
5	222	-11	8
5	181	-27	22
5	57	20	21
5	178	-1	31
5	124	0	16
5	284	17	28
5	310	17	17
5	54	0	21
5	122	-23	14
5	343	-22	-18
5	272	5	-20
5	71	-7	7
5	15	-13	-14
5	311	5	-27
5	267	3	31
5	16	31	21
5	254	11	-15
5	38	-10	18
5	28	-10	3
5	372	-20	12
5	304	-26	25
5	362	13	15
5	391	-1	17
5	29	14	9
5	202	-4	26
5	174	3	-10
5	375	-28	16
5	165	-22	2
5	135	19	-19
5	50	-9	-26
5	238	23	19
5	78	5	17
5	102	11	28
5	99	5	-2
5	200	-6	1
5	382	26	14
5	33	-28	6
5	11	-21	-11
5	274	-8	6
5	206	-16	0
5	84	-7	18
5	344	12	-9
5	283	-20	-26
5	180	-26	-6
5	399	-18	-15
6	206	-9	5
6	304	-16	15
6	92	-9	0
6	267	19	14
6	164	-4	30
6	61	-5	-13
6	311	25	17
6	29	10	25
6	242	12	3
6	399	27	12
6	286	25	-10
6	124	-3	-8
6	254	-29	8
6	291	-11	11
6	288	-12	26
6	210	-7	22
6	163	-1	18
6	16	-29	-10
6	244	-11	-3
6	73	-17	24
6	25	-4	7
6	28	20	25
6	11	18	-10
6	150	29	10
6	165	12	11
6	362	27	7
6	175	11	-29
6	33	-4	7
6	365	11	-4
6	180	6	-24
6	276	-22	-6
6	135	-5	-7
6	88	26	-21
7	141	-18	7
7	276	-20	-22
7	50	-22	8
7	127	26	23
7	282	-30	-30
